Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2026-03-30 13:30:00+00:00,247.8300018310547,250.83999633789062,246.97000122070312,249.9949951171875,6260227
2026-03-30 14:30:00+00:00,246.52999877929688,248.0,246.0399932861328,247.82000732421875,4008529
2026-03-30 15:30:00+00:00,246.02000427246094,247.2100067138672,245.9600067138672,246.52999877929688,2817533
2026-03-30 16:30:00+00:00,246.25,247.44000244140625,245.9600067138672,246.00999450683594,2713501
2026-03-30 17:30:00+00:00,246.48019409179688,247.32000732421875,245.9949951171875,246.2550048828125,2877202
2026-03-30 18:30:00+00:00,245.88999938964844,246.8300018310547,245.8300018310547,246.50999450683594,2969148
2026-03-30 19:30:00+00:00,246.5399932861328,247.0399932861328,245.50999450683594,245.88999938964844,4551161
